"date_time","uni_meteo"
2022-12-29 15:00:00,13.46525
2022-12-29 16:00:00,13.06324
2022-12-29 17:00:00,12.74867
2022-12-29 18:00:00,12.27598
2022-12-29 19:00:00,11.31492
2022-12-29 20:00:00,11.63205
2022-12-29 21:00:00,11.70593
2022-12-29 22:00:00,10.37907
2022-12-29 23:00:00,8.496218
2022-12-30 00:00:00,8.563638
2022-12-30 01:00:00,8.346937
2022-12-30 02:00:00,8.274323
2022-12-30 03:00:00,8.071055
2022-12-30 04:00:00,7.445782
2022-12-30 05:00:00,7.165188
2022-12-30 06:00:00,6.862617
2022-12-30 07:00:00,6.591928
2022-12-30 08:00:00,5.976428
2022-12-30 09:00:00,5.297959
2022-12-30 10:00:00,5.37878
2022-12-30 11:00:00,6.928508
2022-12-30 12:00:00,8.68047
2022-12-30 13:00:00,9.932044
2022-12-30 14:00:00,11.55197
2022-12-30 15:00:00,12.56729
2022-12-30 16:00:00,12.93395
2022-12-30 17:00:00,12.90474
2022-12-30 18:00:00,13.83558
2022-12-30 19:00:00,14.64762
2022-12-30 20:00:00,14.86887
2022-12-30 21:00:00,14.66036
2022-12-30 22:00:00,14.88481
2022-12-30 23:00:00,15.25271
2022-12-31 00:00:00,15.56152
2022-12-31 01:00:00,16.31657
2022-12-31 02:00:00,16.68085
2022-12-31 03:00:00,16.77295
2022-12-31 04:00:00,16.05547
2022-12-31 05:00:00,15.53739
2022-12-31 06:00:00,16.13201
2022-12-31 07:00:00,16.46013
2022-12-31 08:00:00,15.36133
2022-12-31 09:00:00,16.50042
2022-12-31 10:00:00,17.82544
2022-12-31 11:00:00,18.95091
2022-12-31 12:00:00,19.89621
2022-12-31 13:00:00,20.46307
2022-12-31 14:00:00,19.73154
2022-12-31 15:00:00,18.33183
2022-12-31 16:00:00,17.45058
2022-12-31 17:00:00,16.27161
2022-12-31 18:00:00,15.20529
2022-12-31 19:00:00,14.38102
2022-12-31 20:00:00,13.55638
2022-12-31 21:00:00,13.35157
2022-12-31 22:00:00,12.57352
2022-12-31 23:00:00,14.33889
2023-01-01 00:00:00,16.00598
2023-01-01 01:00:00,16.15056
2023-01-01 02:00:00,15.53346
2023-01-01 03:00:00,15.31928
2023-01-01 04:00:00,15.0755
2023-01-01 05:00:00,14.47373
2023-01-01 06:00:00,14.95939
2023-01-01 07:00:00,13.56535
2023-01-01 08:00:00,12.54956
2023-01-01 09:00:00,11.38573
2023-01-01 10:00:00,11.21392
2023-01-01 11:00:00,12.09936
2023-01-01 12:00:00,14.65719
