"date_time","uni_meteo"
2023-01-01 13:00:00,17.56929
2023-01-01 14:00:00,18.22739
2023-01-01 15:00:00,18.49387
2023-01-01 16:00:00,17.75851
2023-01-01 17:00:00,15.70687
2023-01-01 18:00:00,14.01093
2023-01-01 19:00:00,12.824
2023-01-01 20:00:00,13.10148
2023-01-01 21:00:00,13.80804
2023-01-01 22:00:00,13.38301
2023-01-01 23:00:00,13.39531
2023-01-02 00:00:00,13.33265
2023-01-02 01:00:00,13.05698
2023-01-02 02:00:00,12.3586
2023-01-02 03:00:00,11.30336
2023-01-02 04:00:00,10.2764
2023-01-02 05:00:00,9.658308
2023-01-02 06:00:00,10.13325
2023-01-02 07:00:00,10.84776
2023-01-02 08:00:00,10.95717
2023-01-02 09:00:00,10.80303
2023-01-02 10:00:00,10.63779
2023-01-02 11:00:00,11.96088
2023-01-02 12:00:00,15.78466
2023-01-02 13:00:00,16.17711
2023-01-02 14:00:00,16.55545
2023-01-02 15:00:00,15.81379
2023-01-02 16:00:00,14.01917
2023-01-02 17:00:00,12.65914
2023-01-02 18:00:00,13.10628
2023-01-02 19:00:00,12.71411
2023-01-02 20:00:00,11.76604
2023-01-02 21:00:00,11.35455
2023-01-02 22:00:00,10.96061
2023-01-02 23:00:00,10.18218
2023-01-03 00:00:00,9.795147
2023-01-03 01:00:00,9.626577
2023-01-03 02:00:00,9.435881
2023-01-03 03:00:00,9.246242
2023-01-03 04:00:00,9.023623
2023-01-03 05:00:00,8.864044
2023-01-03 06:00:00,8.772722
2023-01-03 07:00:00,8.578974
2023-01-03 08:00:00,8.097233
2023-01-03 09:00:00,7.709924
2023-01-03 10:00:00,7.543482
2023-01-03 11:00:00,8.05131
2023-01-03 12:00:00,8.561216
2023-01-03 13:00:00,9.813529
2023-01-03 14:00:00,11.80887
2023-01-03 15:00:00,12.2237
2023-01-03 16:00:00,11.1753
2023-01-03 17:00:00,9.699634
2023-01-03 18:00:00,8.036665
2023-01-03 19:00:00,6.694437
2023-01-03 20:00:00,5.942368
2023-01-03 21:00:00,5.272126
2023-01-03 22:00:00,4.663251
2023-01-03 23:00:00,4.089589
2023-01-04 00:00:00,3.890271
2023-01-04 01:00:00,3.654008
2023-01-04 02:00:00,3.44428
2023-01-04 03:00:00,3.052319
2023-01-04 04:00:00,3.615742
2023-01-04 05:00:00,3.856866
2023-01-04 06:00:00,4.931564
2023-01-04 07:00:00,7.875048
2023-01-04 08:00:00,9.084927
2023-01-04 09:00:00,9.43255
2023-01-04 10:00:00,8.68079
2023-01-04 11:00:00,8.43639
2023-01-04 12:00:00,9.418426
2023-01-04 13:00:00,10.21236
2023-01-04 14:00:00,10.35286
2023-01-04 15:00:00,10.14474
2023-01-04 16:00:00,10.32121
2023-01-04 17:00:00,10.24386
2023-01-04 18:00:00,10.39843
2023-01-04 19:00:00,10.71682
2023-01-04 20:00:00,11.0407
2023-01-04 21:00:00,11.15793
2023-01-04 22:00:00,11.18951
2023-01-04 23:00:00,11.10771
2023-01-05 00:00:00,11.07281
2023-01-05 01:00:00,11.10986
2023-01-05 02:00:00,11.41028
2023-01-05 03:00:00,11.00941
2023-01-05 04:00:00,10.92879
2023-01-05 05:00:00,11.02012
2023-01-05 06:00:00,10.96563
2023-01-05 07:00:00,11.12305
2023-01-05 08:00:00,11.23023
2023-01-05 09:00:00,11.38844
2023-01-05 10:00:00,11.56387
2023-01-05 11:00:00,11.76531
2023-01-05 12:00:00,12.64741
2023-01-05 13:00:00,12.6415
2023-01-05 14:00:00,13.04304
2023-01-05 15:00:00,12.99759
2023-01-05 16:00:00,12.76801
2023-01-05 17:00:00,12.52251
2023-01-05 18:00:00,12.21501
2023-01-05 19:00:00,12.0314
2023-01-05 20:00:00,11.95484
2023-01-05 21:00:00,11.90932
2023-01-05 22:00:00,11.32898
2023-01-05 23:00:00,10.67813
2023-01-06 00:00:00,10.31085
2023-01-06 01:00:00,9.690842
2023-01-06 02:00:00,9.075253
2023-01-06 03:00:00,8.255917
2023-01-06 04:00:00,7.556883
2023-01-06 05:00:00,7.033527
2023-01-06 06:00:00,6.742457
2023-01-06 07:00:00,6.844739
2023-01-06 08:00:00,7.364323
2023-01-06 09:00:00,7.431225
2023-01-06 10:00:00,8.180515
2023-01-06 11:00:00,10.18991
2023-01-06 12:00:00,11.19887
2023-01-06 13:00:00,12.69527
2023-01-06 14:00:00,13.56704
2023-01-06 15:00:00,12.62486
2023-01-06 16:00:00,11.63382
2023-01-06 17:00:00,11.15576
2023-01-06 18:00:00,10.61721
2023-01-06 19:00:00,10.30292
2023-01-06 20:00:00,10.21276
2023-01-06 21:00:00,9.936533
2023-01-06 22:00:00,9.428891
2023-01-06 23:00:00,9.052015
2023-01-07 00:00:00,8.901061
2023-01-07 01:00:00,8.849402
2023-01-07 02:00:00,8.893761
2023-01-07 03:00:00,8.818135
2023-01-07 04:00:00,8.882847
2023-01-07 05:00:00,8.89674
2023-01-07 06:00:00,8.85478
2023-01-07 07:00:00,8.613174
2023-01-07 08:00:00,8.461648
2023-01-07 09:00:00,7.944526
2023-01-07 10:00:00,7.414829
2023-01-07 11:00:00,8.360897
2023-01-07 12:00:00,10.19125
2023-01-07 13:00:00,13.21504
2023-01-07 14:00:00,15.35356
2023-01-07 15:00:00,15.04264
2023-01-07 16:00:00,13.6935
2023-01-07 17:00:00,12.7255
2023-01-07 18:00:00,11.33848
2023-01-07 19:00:00,9.150782
2023-01-07 20:00:00,8.454958
2023-01-07 21:00:00,7.807537
2023-01-07 22:00:00,7.523881
2023-01-07 23:00:00,7.170563
